Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Log_Return
2018-10-10,10460.099609375,10460.099609375,10482.349609375,10318.25,10331.849609375,0,1.5440154906845027,0.015322168649223668
2018-10-11,10234.650390625,10234.650390625,10335.9501953125,10138.599609375,10169.7998046875,483500,-2.1553257346415555,-0.021788921165731508
2018-10-12,10472.5,10472.5,10492.4501953125,10322.150390625,10331.5498046875,343500,2.323964183406524,0.022973713528550762
2018-10-15,10512.5,10512.5,10526.2998046875,10410.150390625,10524.2001953125,259500,0.3819527333492445,0.003812251460013522
2018-10-16,10584.75,10584.75,10604.900390625,10525.2998046875,10550.150390625,265200,0.6872770511296089,0.006849260681022563
2018-10-17,10453.0498046875,10453.0498046875,10710.150390625,10436.4501953125,10688.7001953125,284800,-1.2442447418455793,-0.012520502809902525
2018-10-19,10303.5498046875,10303.5498046875,10380.099609375,10249.599609375,10339.7001953125,357500,-1.4302046081609565,-0.014405306077947945
2018-10-22,10245.25,10245.25,10408.5498046875,10224.0,10405.849609375,297300,-0.5658225154691499,-0.005674293551714025
2018-10-23,10146.7998046875,10146.7998046875,10222.099609375,10102.349609375,10152.599609375,302600,-0.9609350217173795,-0.009655817945697833
2018-10-24,10224.75,10224.75,10290.650390625,10126.7001953125,10278.150390625,351400,0.7682244334463961,0.007652886157385112
2018-10-25,10124.900390625,10124.900390625,10166.599609375,10079.2998046875,10135.0498046875,0,-0.9765481735494741,-0.009813476770964884
2018-10-26,10030.0,10030.0,10128.849609375,10004.5498046875,10122.349609375,364300,-0.9372970297354399,-0.009417173007402645
2018-10-29,10250.849609375,10250.849609375,10275.2998046875,10020.349609375,10078.099609375,364400,2.2018904224825553,0.021779988895005153
2018-10-30,10198.400390625,10198.400390625,10285.099609375,10175.349609375,10239.400390625,289800,-0.5116572845048073,-0.005129707325392901
2018-10-31,10386.599609375,10386.599609375,10396.0,10105.099609375,10209.5498046875,375000,1.8453797805683791,0.018285592676591408
2018-11-01,10380.4501953125,10380.4501953125,10441.900390625,10341.900390625,10441.7001953125,348500,-0.059205267303741316,-0.0005922280054286613
2018-11-02,10553.0,10553.0,10606.9501953125,10457.7001953125,10462.2998046875,421200,1.662257430466929,0.016485931474334168
2018-11-05,10524.0,10524.0,10558.7998046875,10477.0,10558.75,301900,-0.27480337344830685,-0.0027518165109068284
2018-11-06,10530.0,10530.0,10600.25,10491.4501953125,10552.0,0,0.057012542759404816,0.0005699629678378127
2018-11-07,10598.400390625,10598.400390625,10616.4501953125,10582.2998046875,10614.4501953125,31200,0.6495763592117676,0.006474757039787639
2018-11-09,10585.2001953125,10585.2001953125,10619.5498046875,10544.849609375,10614.7001953125,296600,-0.12454893970770264,-0.0012462656636175824
2018-11-12,10482.2001953125,10482.2001953125,10645.5,10464.0498046875,10607.7998046875,259700,-0.9730567027500525,-0.009778218363148
2018-11-13,10582.5,10582.5,10596.25,10440.5498046875,10451.900390625,254600,0.9568583199961456,0.009523094254035388
2018-11-14,10576.2998046875,10576.2998046875,10651.599609375,10532.7001953125,10634.900390625,384500,-0.05858913595558901,-0.000586063060967349
2018-11-15,10616.7001953125,10616.7001953125,10646.5,10557.5,10580.599609375,0,0.3819898392734222,0.003812621107308771
2018-11-16,10682.2001953125,10682.2001953125,10695.150390625,10631.150390625,10644.0,342800,0.6169525256907837,0.006150571652505879
