Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Log_Return,Return_5D,Return_10D,Return_20D,Return_60D,Volatility_20D,Volatility_60D,Volatility_120D,Volatility_252D,MA_20D,MA_50D,MA_100D,MA_200D,Price_vs_MA20_pct,Price_vs_MA50_pct,Price_vs_MA200_pct,Volatility_Ratio_20_60,Volatility_Ratio_20_120,Volatility_Ratio_60_252,True_Range,ATR_14D,ATR_14D_pct,Return_Volatility_20D,Return_Volatility_60D,Drawdown_20D_pct,Drawdown_60D_pct,Drawdown_252D_pct,Range_20D_pct,Volume_Change_pct,Volatility_Term_Spread_20_60,Volatility_Term_Spread_60_120,Volatility_Term_Spread_120_252,Short_Long_Volatility_Ratio,Volatility_20D_Percentile,Volatility_60D_Percentile,Volatility_120D_Percentile,Volatility_20D_ZScore,Volatility_Acceleration,Volatility_Momentum_20D,Volatility_of_Volatility_20D,Return_Dispersion_20D,Return_Dispersion_60D,Upside_Volatility_20D,Downside_Volatility_20D,Downside_Volatility_Ratio,Range_Volatility_20D,Range_Volatility_60D,Volatility_Composite,Volatility_Stress_Score,Volatility_Direction,Volatility_Environment,Volatility_Pressure,Trend_Score,Market_Trend,Volatility_Regime_Score,Detected_Volatility_Regime,Market_Regime,Regime_Confidence_Score,Regime_Confidence,Risk_State,Positioning_Environment,Previous_Market_Regime,Regime_Changed,Regime_Duration_Days,Drawdown_Risk,Final_Regime,Trend_Decision_Score,Trend_Signal,Volatility_Decision_Score,Volatility_Signal,Risk_Decision_Score,Risk_Signal,Decision_Confidence_Score,Decision_Confidence,Market_Bias_Score,Market_Bias,Exposure_Guidance,Portfolio_Posture,Volatility_Response,Trend_Response,Drawdown_Response,Final_Decision_Score,Final_Decision,Decision_Reason,Rule_Market_Condition,Rule_Trend_Condition,Rule_Volatility_Condition,Rule_Risk_Condition,Trend_Score_Band,Volatility_Score_Band,Risk_Score_Band,Rule_Confidence_Band,Rule_Market_Bias,Rule_Exposure_Level,Rule_Portfolio_Posture,Trend_Volatility_Combination,Risk_Trend_Combination,Primary_Rule_Action,Positioning_Rule,Volatility_Rule_Action,Trend_Rule_Action,Drawdown_Rule_Action,Rule_Score,Rule_Strength,System_Action,Rule_Priority,Rule_Consistency,Final_Rule_Label
2019-10-14,11341.150391,11341.150391,11420.450195,11290.049805,11335.900391,587600,0.319332,0.003188,1.489075,-1.988124,3.262835,-1.829471,25.784209,18.948982,16.901924,15.512980,11253.620117,11089.064043,11408.004521,11269.431025,0.777797,2.273288,0.636406,1.360717,1.525519,1.221492,130.400391,179.807059,1.585439,1.648811,1.204367,-2.233149,-2.963419,-6.182705,9.034353,-20.357821,6.835227,2.047058,1.388944,1.662105,97.652174,91.171171,88.380952,2.547884,2.565603,9.562073,4.273872,25.784209,18.948982,,,,1.607788,1.398198,92.401432,61.182166,Rising,Extreme,Increasing,3.000000,Bullish,9.000000,Extreme,High Volatility Bull,70.000000,Medium,Critical,Capital Preservation,High Volatility Bull,False,2,Moderate,High Volatility Bull,80.750000,Strong Positive,21.555807,Strong Negative,22.763567,Strong Negative,57.800000,Medium,48.500000,Neutral,Balanced,Balanced,Monitor Risk,Trend Positive,Monitor Drawdown,42.980000,Reduce Exposure,Trend: Bullish; Volatility: Extreme; Risk: Critical; Market bias: Neutral; Confidence: Medium; Positioning: Capital Preservation.,High Volatility,Bullish Trend,Unclassified,Critical Risk,Strong Bullish,Unfavorable,High Risk,Medium,Neutral,Balanced,Balanced,Unclassified,Bullish / Critical Risk,Reduce Exposure,Capital Preservation,Monitor Risk,Trend Positive,Monitor Drawdown,47.951955,Weak,Review,Review,Consistent Risk Reduction,REVIEW
2019-10-15,11428.299805,11428.299805,11462.349609,11342.099609,11360.849609,527400,0.768435,0.007655,2.713361,-0.730522,3.181677,-1.381127,25.758059,19.006887,16.929417,15.515204,11271.240088,11093.846035,11408.216016,11272.545273,1.393456,3.014768,1.381716,1.355196,1.521497,1.225049,121.199219,158.417759,1.386188,1.647200,1.207967,-1.481874,-2.217756,-5.461780,8.965460,-10.245065,6.751173,2.077470,1.414213,1.660182,97.567333,91.629163,88.962892,2.499256,2.124182,10.417387,3.886814,25.758059,19.006887,,,,1.597785,1.403352,92.719796,61.011103,Rising,Extreme,Increasing,3.000000,Bullish,9.000000,Extreme,High Volatility Bull,70.000000,Medium,Critical,Capital Preservation,High Volatility Bull,False,3,Moderate,High Volatility Bull,80.750000,Strong Positive,21.632648,Strong Negative,22.797779,Strong Negative,57.810000,Medium,48.530000,Neutral,Balanced,Balanced,Monitor Risk,Trend Positive,Monitor Drawdown,43.010000,Reduce Exposure,Trend: Bullish; Volatility: Extreme; Risk: Critical; Market bias: Neutral; Confidence: Medium; Positioning: Capital Preservation.,High Volatility,Bullish Trend,Unclassified,Critical Risk,Strong Bullish,Unfavorable,High Risk,Medium,Neutral,Balanced,Balanced,Unclassified,Bullish / Critical Risk,Reduce Exposure,Capital Preservation,Monitor Risk,Trend Positive,Monitor Drawdown,47.983350,Weak,Review,Review,Consistent Risk Reduction,REVIEW
2019-10-16,11464.000000,11464.000000,11481.049805,11411.099609,11464.950195,533500,0.312384,0.003119,1.332062,-0.091074,4.185032,-1.702876,25.581678,18.970046,16.891580,15.511532,11294.265088,11101.418027,11404.573516,11275.423525,1.502842,3.266087,1.672456,1.348530,1.514463,1.222964,69.950195,155.139230,1.353273,1.635920,1.205683,-1.174119,-1.912299,-5.166458,8.937540,1.156617,6.611633,2.078466,1.380048,1.649204,97.395833,91.366906,88.212928,2.420127,-0.364681,10.401552,3.346512,25.581678,18.970046,,,,1.589897,1.399788,92.325223,60.322703,Rising,Extreme,Neutral,3.000000,Bullish,7.000000,High,High Volatility Bull,60.000000,Medium,High Risk,Defensive,High Volatility Bull,False,4,Moderate,High Volatility Bull,80.750000,Strong Positive,26.907887,Strong Negative,12.935459,Strong Negative,52.130000,Medium,47.640000,Neutral,Balanced,Balanced,Monitor Risk,Trend Positive,Monitor Drawdown,39.750000,Reduce Exposure,Trend: Bullish; Volatility: Extreme; Risk: High Risk; Market bias: Neutral; Confidence: Medium; Positioning: Defensive.,High Volatility,Bullish Trend,High Volatility,High Risk,Strong Bullish,Unfavorable,Very High Risk,Medium,Neutral,Balanced,Balanced,Bullish / High Volatility,Bullish / High Risk,Reduce Exposure,Defensive,Monitor Risk,Trend Positive,Monitor Drawdown,46.741458,Weak,Review,Review,Consistent Risk Reduction,REVIEW
2019-10-17,11586.349609,11586.349609,11599.099609,11439.650391,11466.299805,797600,1.067251,0.010616,3.131410,1.993408,7.106475,-0.865458,24.713425,19.095500,16.959720,15.531244,11332.702588,11110.785020,11403.346016,11278.811772,2.238187,4.280207,2.726686,1.294202,1.457184,1.229489,159.449219,154.235561,1.331183,1.582023,1.213517,-0.119400,-0.119400,-4.154346,8.843162,49.503280,5.617925,2.135780,1.428476,1.591207,96.270598,92.183288,89.363723,2.195661,-4.271557,8.414020,2.780700,24.713425,19.095500,,,,1.564600,1.414810,92.605870,58.442988,Rising,Extreme,Neutral,3.000000,Bullish,7.000000,High,High Volatility Bull,60.000000,Medium,High Risk,Defensive,High Volatility Bull,False,5,Low,High Volatility Bull,80.750000,Strong Positive,27.790835,Strong Negative,28.311402,Strong Negative,54.570000,Medium,51.750000,Neutral,Balanced,Balanced,Monitor Risk,Trend Positive,Normal,45.370000,Maintain Balanced Exposure,Trend: Bullish; Volatility: Extreme; Risk: High Risk; Market bias: Neutral; Confidence: Medium; Positioning: Defensive.,High Volatility,Bullish Trend,High Volatility,High Risk,Strong Bullish,Unfavorable,High Risk,Medium,Neutral,Balanced,Balanced,Bullish / High Volatility,Bullish / High Risk,Maintain Balanced Exposure,Defensive,Monitor Risk,Trend Positive,Normal,50.447531,Moderate,Review,Review,Mixed,REVIEW
2019-10-18,11661.849609,11661.849609,11684.700195,11553.150391,11580.299805,853400,0.651629,0.006495,3.156110,3.074506,7.575184,0.560057,24.731464,19.075769,16.871835,15.480739,11373.762549,11124.422012,11402.585508,11282.284521,2.532909,4.831061,3.364257,1.296486,1.465843,1.232226,131.549805,151.442732,1.298617,1.582984,1.212194,0.000000,0.000000,-3.529788,8.785910,6.995988,5.655695,2.203934,1.391096,1.597564,96.273830,92.010772,87.666034,2.169482,-4.419758,8.401891,1.979886,24.731464,19.075769,,,,1.583965,1.419993,91.983545,58.507349,Rising,Extreme,Neutral,5.000000,Strong Bullish,7.000000,High,High Volatility Bull,70.000000,Medium,High Risk,Defensive,High Volatility Bull,False,6,Low,High Volatility Bull,66.250000,Positive,27.767662,Strong Negative,28.298530,Strong Negative,56.660000,Medium,45.220000,Neutral,Balanced,Balanced,Monitor Risk,Wait for Confirmation,Normal,42.950000,Reduce Exposure,Trend: Strong Bullish; Volatility: Extreme; Risk: High Risk; Market bias: Neutral; Confidence: Medium; Positioning: Defensive.,High Volatility,Bullish Trend,High Volatility,High Risk,Bullish,Unfavorable,High Risk,Medium,Neutral,Balanced,Balanced,Bullish / High Volatility,Bullish / High Risk,Reduce Exposure,Defensive,Monitor Risk,Wait for Confirmation,Normal,45.676505,Weak,Review,Review,Consistent Risk Reduction,REVIEW
2019-10-22,11588.349609,11588.349609,11714.349609,11573.650391,11657.150391,867600,-0.630260,-0.006323,2.179666,3.701198,8.253772,1.480829,24.279671,18.848926,16.895475,15.299969,11417.940039,11136.242012,11401.898506,11285.467769,1.492472,4.059786,2.683822,1.288120,1.437052,1.231958,140.699219,154.789132,1.335731,1.555095,1.198182,-0.630260,-0.630260,-4.137802,8.830849,1.663933,5.430744,1.953452,1.595506,1.586910,96.017316,90.224215,88.151659,2.045797,-5.835115,7.448129,0.499376,24.279671,18.848926,,,,1.562956,1.405047,91.464397,57.787416,Rising,Extreme,Neutral,5.000000,Strong Bullish,7.000000,High,High Volatility Bull,70.000000,Medium,High Risk,Defensive,High Volatility Bull,False,7,Low,High Volatility Bull,66.250000,Positive,28.070941,Strong Negative,28.442517,Strong Negative,56.730000,Medium,45.340000,Neutral,Balanced,Balanced,Monitor Risk,Wait for Confirmation,Normal,43.080000,Reduce Exposure,Trend: Strong Bullish; Volatility: Extreme; Risk: High Risk; Market bias: Neutral; Confidence: Medium; Positioning: Defensive.,High Volatility,Bullish Trend,High Volatility,High Risk,Bullish,Unfavorable,High Risk,Medium,Neutral,Balanced,Balanced,Bullish / High Volatility,Bullish / High Risk,Reduce Exposure,Defensive,Monitor Risk,Wait for Confirmation,Normal,45.806786,Weak,Review,Review,Consistent Risk Reduction,REVIEW
2019-10-23,11604.099609,11604.099609,11651.599609,11554.400391,11596.200195,664200,0.135912,0.001358,1.538285,4.293385,2.926145,2.273002,16.423142,18.798827,16.791592,15.050942,11434.435010,11151.072012,11399.498506,11289.718267,1.483804,4.062637,2.784670,0.873626,0.978057,1.249013,97.199219,153.046177,1.318897,1.040390,1.194998,-0.495204,-0.495204,-4.007513,5.379127,-23.443983,-2.375686,2.007236,1.740649,1.091170,82.612457,90.053763,85.795455,0.344645,-36.240765,-8.627638,2.075994,16.423142,18.798827,,,,1.298430,1.404774,86.153892,41.462388,Falling,Extreme,Decreasing,5.000000,Strong Bullish,4.000000,Elevated,Elevated Risk Bull,70.000000,Medium,Elevated Risk,Selective Risk,High Volatility Bull,True,1,Low,Elevated Risk Bull,66.250000,Positive,61.465673,Positive,60.000000,Positive,66.470000,Medium,63.250000,Bullish,Moderately High,Growth,Monitor Risk,Wait for Confirmation,Normal,63.230000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Extreme; Risk: Elevated Risk; Market bias: Bullish; Confidence: Medium; Positioning: Selective Risk.,Elevated Risk,Bullish Trend,Elevated Volatility,Elevated Risk,Bullish,Favorable,Low Risk,High,Bullish,Moderately High,Growth,Bullish / Elevated Volatility,Bullish / Elevated Risk,Maintain Bullish Exposure,Selective Risk,Monitor Risk,Wait for Confirmation,Normal,63.597702,Moderate,Maintain Bullish Exposure,Normal,Consistent Bullish,BULLISH
2019-10-24,11582.599609,11582.599609,11679.599609,11534.650391,11661.650391,700500,-0.185279,-0.001855,1.034540,2.380382,-0.151727,2.220004,12.957851,18.801142,16.761307,15.050467,11433.554980,11163.759004,11396.077002,11294.313765,1.303572,3.751788,2.552487,0.689206,0.773081,1.249207,144.949219,141.521136,1.221843,0.817092,1.195147,-0.679566,-0.679566,-4.185367,5.389112,5.465221,-5.843291,2.039835,1.710840,0.860960,57.908384,90.062668,84.673605,-0.402521,-49.347143,-12.874542,3.385085,12.957851,18.801142,,,,1.264667,1.411606,77.548219,28.037656,Falling,Normal,Decreasing,3.000000,Bullish,2.000000,Low,Low Volatility Bull,45.000000,Low,Normal,Risk Seeking,Elevated Risk Bull,True,1,Low,Low Volatility Bull,80.750000,Strong Positive,71.105144,Strong Positive,85.000000,Strong Positive,62.070000,Medium,78.920000,Strong Bullish,Moderately High,Aggressive,Monitor Risk,Trend Positive,Normal,75.140000,Maintain Bullish Exposure,Trend: Bullish; Volatility: Normal; Risk: Normal; Market bias: Strong Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Strong Bullish,Favorable,Very Low Risk,Medium,Strong Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Maintain Bullish Exposure,Risk Seeking,Monitor Risk,Trend Positive,Normal,75.904543,Strong,Review,Review,Consistent Bullish,REVIEW
2019-10-25,11583.900391,11583.900391,11646.900391,11490.750000,11646.150391,812000,0.011230,0.000112,-0.021139,3.109609,-0.037105,2.773421,12.952987,18.764328,16.701430,15.042137,11433.339990,11178.327012,11392.628506,11298.584019,1.316854,3.628212,2.525240,0.690298,0.775562,1.247451,156.150391,144.599679,1.248281,0.816763,1.192807,-0.668412,-0.668412,-4.174607,5.388506,15.917202,-5.811341,2.062899,1.659293,0.861114,57.858377,89.624329,83.459357,-0.400012,-47.587245,-12.881959,4.211934,12.952987,18.764328,,,,1.282081,1.414857,76.980688,28.439636,Falling,Normal,Decreasing,3.000000,Bullish,2.000000,Low,Low Volatility Bull,45.000000,Low,Normal,Risk Seeking,Low Volatility Bull,False,2,Low,Low Volatility Bull,80.750000,Strong Positive,70.974452,Strong Positive,85.000000,Strong Positive,62.050000,Medium,78.880000,Strong Bullish,Moderately High,Aggressive,Monitor Risk,Trend Positive,Normal,75.110000,Maintain Bullish Exposure,Trend: Bullish; Volatility: Normal; Risk: Normal; Market bias: Strong Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Strong Bullish,Favorable,Very Low Risk,Medium,Strong Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Maintain Bullish Exposure,Risk Seeking,Monitor Risk,Trend Positive,Normal,75.862336,Strong,Review,Review,Consistent Bullish,REVIEW
2019-10-29,11786.849609,11786.849609,11809.400391,11627.349609,11643.950195,951700,1.751994,0.017368,1.071871,4.261811,3.030099,4.751974,13.415175,19.075095,16.892458,15.063801,11450.672461,11193.415000,11391.886006,11303.619268,2.935873,5.301640,4.275005,0.703282,0.794152,1.266287,225.500000,143.424665,1.216819,0.847491,1.212378,0.000000,0.000000,-2.495752,6.102139,17.204433,-5.659920,2.182637,1.828657,0.890557,62.899051,91.957105,88.101983,-0.295786,-45.756650,-12.163864,4.768441,13.415175,19.075095,,,,1.294251,1.422521,80.986046,30.733216,Falling,High,Decreasing,5.000000,Strong Bullish,3.000000,Elevated,Elevated Risk Bull,65.000000,Medium,Elevated Risk,Selective Risk,Low Volatility Bull,True,1,Low,Elevated Risk Bull,66.250000,Positive,54.163564,Neutral,60.000000,Positive,62.870000,Medium,61.060000,Bullish,Moderately High,Growth,Reduce Risk,Wait for Confirmation,Normal,60.610000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: High; Risk: Elevated Risk; Market bias: Bullish; Confidence: Medium; Positioning: Selective Risk.,Elevated Risk,Bullish Trend,Elevated Volatility,Elevated Risk,Bullish,Neutral,Low Risk,Medium,Bullish,Moderately High,Growth,Bullish / Elevated Volatility,Bullish / Elevated Risk,Maintain Bullish Exposure,Selective Risk,Reduce Risk,Wait for Confirmation,Normal,60.867069,Moderate,Review,Review,Consistent Bullish,REVIEW
2019-10-30,11844.099609,11844.099609,11883.950195,11784.450195,11883.900391,725200,0.485711,0.004845,2.206958,4.434728,2.358437,4.960873,12.968913,19.088736,16.904199,14.903209,11464.317432,11208.103984,11390.867998,11308.540264,3.312733,5.674427,4.735884,0.679401,0.767201,1.280847,99.500000,141.874721,1.197851,0.819210,1.213215,0.000000,0.000000,-2.022163,6.702070,-23.799517,-6.119822,2.184537,2.000990,0.870209,58.017241,92.142857,88.301887,-0.387913,-46.585299,-12.828551,5.226746,12.968913,19.088736,,,,1.273816,1.422115,79.487328,28.622347,Falling,Normal,Decreasing,5.000000,Strong Bullish,2.000000,Low,Low Volatility Bull,55.000000,Medium,Normal,Risk Seeking,Elevated Risk Bull,True,1,Low,Low Volatility Bull,66.250000,Positive,70.878730,Strong Positive,85.000000,Strong Positive,64.130000,Medium,72.330000,Bullish,Moderately High,Aggressive,Monitor Risk,Wait for Confirmation,Normal,72.670000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Normal; Risk: Normal; Market bias: Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Favorable,Very Low Risk,Medium,Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Maintain Bullish Exposure,Risk Seeking,Monitor Risk,Wait for Confirmation,Normal,71.070619,Strong,Review,Review,Consistent Bullish,REVIEW
2019-10-31,11877.450195,11877.450195,11945.000000,11855.099609,11890.450195,1414800,0.281580,0.002812,2.355638,3.930159,3.170927,6.151021,12.764798,18.994484,16.907949,14.734467,11482.569922,11227.135996,11390.414502,11313.614766,3.438954,5.792343,4.983689,0.672027,0.754958,1.289119,100.900391,132.549805,1.115979,0.806279,1.207266,0.000000,0.000000,-1.746277,7.197249,95.091009,-6.229687,2.086535,2.173483,0.866322,56.330749,91.168599,88.407163,-0.426466,-22.275544,-13.023115,5.588352,12.764798,18.994484,,,,1.270901,1.411113,78.635504,33.326325,Falling,Normal,Decreasing,5.000000,Strong Bullish,2.000000,Low,Low Volatility Bull,55.000000,Medium,Normal,Risk Seeking,Low Volatility Bull,False,2,Low,Low Volatility Bull,66.250000,Positive,69.569637,Positive,85.000000,Strong Positive,63.940000,Medium,71.930000,Bullish,Moderately High,Aggressive,Monitor Risk,Wait for Confirmation,Normal,72.310000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Normal; Risk: Normal; Market bias: Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Favorable,Very Low Risk,Medium,Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Maintain Bullish Exposure,Risk Seeking,Monitor Risk,Wait for Confirmation,Normal,70.649391,Strong,Review,Review,Consistent Bullish,REVIEW
2019-11-01,11890.599609,11890.599609,11918.299805,11843.349609,11886.599609,855300,0.110709,0.001106,2.659161,3.721211,3.626748,7.263601,12.637338,18.872443,16.846483,14.730843,11503.377393,11244.359980,11388.435000,11319.105264,3.366161,5.747234,5.048936,0.669619,0.750147,1.281152,74.950195,130.421247,1.096843,0.798197,1.199606,0.000000,0.000000,-1.637502,7.189289,-39.546226,-6.235105,2.025960,2.115640,0.857883,55.249570,90.285205,87.193974,-0.448482,-2.473506,-12.910640,5.871562,12.637338,18.872443,,,,1.251238,1.392331,77.576249,37.312924,Falling,Normal,Decreasing,5.000000,Strong Bullish,2.000000,Low,Low Volatility Bull,55.000000,Medium,Normal,Risk Seeking,Low Volatility Bull,False,3,Low,Low Volatility Bull,66.250000,Positive,68.390563,Positive,85.000000,Strong Positive,63.760000,Medium,71.580000,Bullish,Moderately High,Aggressive,Monitor Risk,Wait for Confirmation,Normal,71.990000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Normal; Risk: Normal; Market bias: Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Favorable,Very Low Risk,Medium,Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Maintain Bullish Exposure,Risk Seeking,Monitor Risk,Wait for Confirmation,Normal,70.268669,Strong,Review,Review,Consistent Bullish,REVIEW
2019-11-04,11941.299805,11941.299805,11989.150391,11905.349609,11928.900391,823100,0.426389,0.004255,3.085312,3.063520,5.117997,7.405107,11.859472,18.879650,16.806100,14.721878,11532.447363,11262.229980,11387.631494,11325.450513,3.545236,6.029621,5.437747,0.628162,0.705665,1.282421,98.550781,125.067732,1.047354,0.749469,1.200045,0.000000,0.000000,-1.218095,7.528494,-3.764761,-7.020178,2.073551,2.084221,0.805568,46.603611,90.293856,85.794920,-0.612864,-8.442184,-13.995633,6.111410,11.859472,18.879650,,,,1.151511,1.382156,74.230796,32.610319,Falling,Normal,Decreasing,5.000000,Strong Bullish,2.000000,Low,Low Volatility Bull,55.000000,Medium,Normal,Risk Seeking,Low Volatility Bull,False,4,Low,Low Volatility Bull,66.250000,Positive,71.765666,Strong Positive,85.000000,Strong Positive,64.260000,Medium,72.590000,Bullish,Moderately High,Aggressive,Monitor Risk,Wait for Confirmation,Normal,72.910000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Normal; Risk: Normal; Market bias: Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Favorable,Very Low Risk,Medium,Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Maintain Bullish Exposure,Risk Seeking,Monitor Risk,Wait for Confirmation,Normal,71.356200,Strong,Review,Review,Consistent Bullish,REVIEW
2019-11-05,11917.200195,11917.200195,11978.950195,11861.900391,11974.599609,632000,-0.201817,-0.002020,1.105898,2.189623,5.331449,8.535521,11.732180,18.676445,16.711397,14.666135,11562.607373,11279.495977,11388.365996,11331.399766,3.066720,5.653659,5.169709,0.628181,0.702047,1.273440,117.049805,124.114118,1.041470,0.741465,1.187408,-0.201817,-0.201817,-1.417454,7.543718,-23.217106,-6.944265,1.965048,2.045261,0.799950,44.587629,88.790036,83.270677,-0.634740,-12.545456,-12.877203,6.325635,11.732180,18.676445,,,,1.150660,1.368813,72.216114,30.986285,Falling,Normal,Decreasing,5.000000,Strong Bullish,2.000000,Low,Low Volatility Bull,55.000000,Medium,Normal,Risk Seeking,Low Volatility Bull,False,5,Low,Low Volatility Bull,66.250000,Positive,72.737274,Strong Positive,85.000000,Strong Positive,64.410000,Medium,72.880000,Bullish,Moderately High,Aggressive,Monitor Risk,Wait for Confirmation,Normal,73.170000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Normal; Risk: Normal; Market bias: Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Favorable,Very Low Risk,Medium,Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Maintain Bullish Exposure,Risk Seeking,Monitor Risk,Wait for Confirmation,Normal,71.670182,Strong,Review,Review,Consistent Bullish,REVIEW
2019-11-06,11966.049805,11966.049805,12002.900391,11850.250000,11911.500000,603400,0.409908,0.004091,1.029628,3.259310,7.081141,8.808488,10.313707,18.684765,16.700502,14.593605,11602.172363,11298.476973,11389.319990,11337.371016,3.136287,5.908521,5.545190,0.551985,0.617569,1.280339,152.650391,126.360631,1.055993,0.653026,1.187905,0.000000,0.000000,-1.013356,7.627831,-4.525316,-8.371058,1.984263,2.106897,0.706728,29.527897,88.888889,82.910798,-0.939906,-20.473623,-14.825529,6.534039,10.313707,18.684765,,,,1.106187,1.355035,67.109195,23.265917,Falling,Low,Decreasing,5.000000,Strong Bullish,0.000000,Low,Low Volatility Bull,50.000000,Medium,Normal,Risk Seeking,Low Volatility Bull,False,6,Low,Low Volatility Bull,66.250000,Positive,93.451350,Strong Positive,85.000000,Strong Positive,65.020000,Medium,79.100000,Strong Bullish,Moderately High,Aggressive,Risk Can Expand,Wait for Confirmation,Normal,78.200000,Increase Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Normal; Market bias: Strong Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Very Favorable,Very Low Risk,High,Strong Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Increase Exposure,Risk Seeking,Risk Can Expand,Wait for Confirmation,Normal,77.975905,Strong,Increase Exposure,High,Consistent Bullish,INCREASE
2019-11-07,12012.049805,12012.049805,12021.400391,11946.849609,12021.099609,563000,0.384421,0.003837,1.133237,3.515570,7.959892,10.581723,9.898088,18.469658,16.703506,14.583582,11646.454834,11320.343965,11390.213486,11343.420513,3.139110,6.110290,5.894424,0.535911,0.592575,1.266469,74.550781,126.689244,1.054685,0.626869,1.174474,0.000000,0.000000,-0.632830,7.752632,-6.695393,-8.571570,1.766152,2.119924,0.678714,26.415094,88.277087,83.020638,-1.023913,-22.457930,-15.324204,6.672046,9.898088,18.469658,,,,1.082754,1.348011,65.904273,21.509657,Falling,Low,Decreasing,5.000000,Strong Bullish,0.000000,Low,Low Volatility Bull,50.000000,Medium,Normal,Risk Seeking,Low Volatility Bull,False,7,Low,Low Volatility Bull,66.250000,Positive,94.688601,Strong Positive,85.000000,Strong Positive,65.200000,Medium,79.470000,Strong Bullish,Moderately High,Aggressive,Risk Can Expand,Wait for Confirmation,Normal,78.530000,Increase Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Normal; Market bias: Strong Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Very Favorable,Very Low Risk,High,Strong Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Increase Exposure,Risk Seeking,Risk Can Expand,Wait for Confirmation,Normal,78.374080,Strong,Increase Exposure,High,Consistent Bullish,INCREASE
2019-11-08,11908.150391,11908.150391,12034.150391,11888.750000,11987.150391,789300,-0.864960,-0.008687,0.147602,2.810688,5.257976,8.767615,9.626152,18.544298,16.663157,14.577043,11676.197363,11343.679980,11389.638994,11348.685513,1.986546,4.976078,4.929777,0.519090,0.577691,1.272158,145.400391,125.685756,1.055460,0.608329,1.179211,-0.864960,-0.864960,-1.492316,7.093881,40.195382,-8.918146,1.881141,2.086114,0.660364,22.793488,88.376220,82.005623,-1.076022,-23.827690,-16.049159,6.704248,9.626152,18.544298,,,,1.041514,1.337192,64.391777,19.832678,Falling,Low,Decreasing,5.000000,Strong Bullish,0.000000,Low,Low Volatility Bull,50.000000,Medium,Normal,Risk Seeking,Low Volatility Bull,False,8,Low,Low Volatility Bull,66.250000,Positive,95.999865,Strong Positive,85.000000,Strong Positive,65.400000,Medium,79.860000,Strong Bullish,Moderately High,Aggressive,Risk Can Expand,Wait for Confirmation,Normal,78.890000,Increase Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Normal; Market bias: Strong Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Very Favorable,Very Low Risk,High,Strong Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Increase Exposure,Risk Seeking,Risk Can Expand,Wait for Confirmation,Normal,78.797460,Strong,Increase Exposure,High,Consistent Bullish,INCREASE
