Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Log_Return,Return_5D,Return_10D,Return_20D,Return_60D,Volatility_20D,Volatility_60D,Volatility_120D,Volatility_252D,MA_20D,MA_50D,MA_100D,MA_200D,Price_vs_MA20_pct,Price_vs_MA50_pct,Price_vs_MA200_pct,Volatility_Ratio_20_60,Volatility_Ratio_20_120,Volatility_Ratio_60_252,True_Range,ATR_14D,ATR_14D_pct,Return_Volatility_20D,Return_Volatility_60D,Drawdown_20D_pct,Drawdown_60D_pct,Drawdown_252D_pct,Range_20D_pct,Volume_Change_pct,Volatility_Term_Spread_20_60,Volatility_Term_Spread_60_120,Volatility_Term_Spread_120_252,Short_Long_Volatility_Ratio,Volatility_20D_Percentile,Volatility_60D_Percentile,Volatility_120D_Percentile,Volatility_20D_ZScore,Volatility_Acceleration,Volatility_Momentum_20D,Volatility_of_Volatility_20D,Return_Dispersion_20D,Return_Dispersion_60D,Upside_Volatility_20D,Downside_Volatility_20D,Downside_Volatility_Ratio,Range_Volatility_20D,Range_Volatility_60D,Volatility_Composite,Volatility_Stress_Score,Volatility_Direction,Volatility_Environment,Volatility_Pressure,Trend_Score,Market_Trend,Volatility_Regime_Score,Detected_Volatility_Regime,Market_Regime,Regime_Confidence_Score,Regime_Confidence,Risk_State,Positioning_Environment,Previous_Market_Regime,Regime_Changed,Regime_Duration_Days,Drawdown_Risk,Final_Regime,Trend_Decision_Score,Trend_Signal,Volatility_Decision_Score,Volatility_Signal,Risk_Decision_Score,Risk_Signal,Decision_Confidence_Score,Decision_Confidence,Market_Bias_Score,Market_Bias,Exposure_Guidance,Portfolio_Posture,Volatility_Response,Trend_Response,Drawdown_Response,Final_Decision_Score,Final_Decision,Decision_Reason,Rule_Market_Condition,Rule_Trend_Condition,Rule_Volatility_Condition,Rule_Risk_Condition,Trend_Score_Band,Volatility_Score_Band,Risk_Score_Band,Rule_Confidence_Band,Rule_Market_Bias,Rule_Exposure_Level,Rule_Portfolio_Posture,Trend_Volatility_Combination,Risk_Trend_Combination,Primary_Rule_Action,Positioning_Rule,Volatility_Rule_Action,Trend_Rule_Action,Drawdown_Rule_Action,Rule_Score,Rule_Strength,System_Action,Rule_Priority,Rule_Consistency,Final_Rule_Label
2017-12-14,10252.099609,10252.099609,10276.099609,10141.549805,10229.299805,154300,0.580297,0.005786,0.839991,0.249838,0.365644,1.030296,10.329076,10.140652,9.622236,9.255298,10259.967480,10239.908984,10092.947012,9740.585254,-0.076685,0.119050,5.251372,1.018581,1.073459,1.095659,134.549805,99.514300,0.970672,0.650257,0.638143,-1.417852,-1.917248,-1.917248,3.669494,-15.033040,0.188425,0.518415,0.366939,1.116018,29.745042,27.777778,22.442244,0.551179,0.698070,1.037343,0.901253,10.329076,10.140652,,,,0.793307,0.819063,26.655021,33.108563,Rising,Low,Neutral,3.000000,Bullish,3.000000,Elevated,Elevated Risk Bull,45.000000,Low,Elevated Risk,Selective Risk,Elevated Volatility Neutral,True,1,Low,Elevated Risk Bull,70.750000,Strong Positive,64.962995,Positive,60.000000,Positive,55.390000,Medium,66.330000,Bullish,Moderately High,Growth,Normal Risk,Trend Positive,Normal,62.190000,Maintain Bullish Exposure,Trend: Bullish; Volatility: Low; Risk: Elevated Risk; Market bias: Bullish; Confidence: Medium; Positioning: Selective Risk.,Elevated Risk,Bullish Trend,Elevated Volatility,Elevated Risk,Bullish,Favorable,Low Risk,Medium,Bullish,Moderately High,Growth,Bullish / Elevated Volatility,Bullish / Elevated Risk,Maintain Bullish Exposure,Selective Risk,Normal Volatility Response,Trend Positive,Normal,64.559898,Moderate,Review,Review,Consistent Bullish,REVIEW
2017-12-15,10333.250000,10333.250000,10373.099609,10319.650391,10345.650391,255100,0.791549,0.007884,0.658503,2.089057,0.482811,1.894259,10.434744,10.261336,9.637129,9.266378,10262.450000,10248.799980,10096.615508,9747.768003,0.689894,0.823999,6.006319,1.016899,1.082765,1.107373,121.000000,103.375000,1.000411,0.656972,0.645770,-0.637526,-1.140875,-1.140875,3.640676,65.327285,0.173408,0.624207,0.370751,1.126087,30.975955,29.235382,22.570016,0.631167,-4.158411,1.169976,0.930782,10.434744,10.261336,,,,0.782436,0.821627,27.593785,32.543047,Rising,Low,Neutral,5.000000,Strong Bullish,1.000000,Low,Low Volatility Bull,45.000000,Low,Normal,Risk Seeking,Elevated Risk Bull,True,1,Low,Low Volatility Bull,66.250000,Positive,64.914743,Positive,85.000000,Strong Positive,58.240000,Medium,70.540000,Bullish,Moderately High,Aggressive,Normal Risk,Wait for Confirmation,Normal,69.790000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Normal; Market bias: Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Favorable,Very Low Risk,Medium,Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Maintain Bullish Exposure,Risk Seeking,Normal Volatility Response,Wait for Confirmation,Normal,68.397923,Strong,Review,Review,Consistent Bullish,REVIEW
2017-12-18,10388.750000,10388.750000,10443.549805,10074.799805,10263.099609,230400,0.537101,0.005357,0.644239,2.577078,0.873892,2.636359,10.585551,10.302185,9.601776,9.259250,10266.950000,10256.980977,10100.857510,9755.313755,1.186331,1.284676,6.493243,1.027505,1.102458,1.112637,368.750000,125.832171,1.211235,0.666469,0.648326,-0.103849,-0.609902,-0.609902,3.948504,-9.682477,0.283366,0.700409,0.342526,1.143241,32.203390,29.491018,22.203947,0.740999,0.758214,1.386950,0.962979,10.585551,10.302185,,,,0.936439,0.864270,27.966118,34.263584,Rising,Low,Neutral,5.000000,Strong Bullish,3.000000,Elevated,Elevated Risk Bull,55.000000,Medium,Elevated Risk,Selective Risk,Low Volatility Bull,True,1,Low,Elevated Risk Bull,66.250000,Positive,64.067068,Positive,60.000000,Positive,59.360000,Medium,64.030000,Bullish,Moderately High,Growth,Normal Risk,Wait for Confirmation,Normal,62.060000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Elevated Risk; Market bias: Bullish; Confidence: Medium; Positioning: Selective Risk.,Elevated Risk,Bullish Trend,Elevated Volatility,Elevated Risk,Bullish,Favorable,Low Risk,Medium,Bullish,Moderately High,Growth,Bullish / Elevated Volatility,Bullish / Elevated Risk,Maintain Bullish Exposure,Selective Risk,Normal Volatility Response,Wait for Confirmation,Normal,63.311620,Moderate,Review,Review,Consistent Bullish,REVIEW
2017-12-19,10463.200195,10463.200195,10472.200195,10406.000000,10414.799805,169100,0.716642,0.007141,2.178189,3.409188,1.319852,5.005819,10.825465,9.828113,9.637174,9.268918,10273.764990,10266.469980,10105.283008,9762.900757,1.843873,1.916240,7.173067,1.101480,1.123303,1.060330,83.450195,128.432199,1.227466,0.681639,0.618897,0.000000,0.000000,0.000000,4.194229,-26.605903,0.997353,0.190938,0.368256,1.167932,33.991537,23.019432,22.824302,0.907141,-0.076874,1.613369,1.003513,10.825465,9.828113,,,,0.946939,0.851022,26.611757,34.905671,Rising,Low,Neutral,5.000000,Strong Bullish,1.000000,Low,Low Volatility Bull,45.000000,Low,Normal,Risk Seeking,Elevated Risk Bull,True,1,Low,Low Volatility Bull,66.250000,Positive,63.484708,Positive,85.000000,Strong Positive,58.020000,Medium,70.110000,Bullish,Moderately High,Aggressive,Normal Risk,Wait for Confirmation,Normal,69.400000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Normal; Market bias: Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Favorable,Very Low Risk,Medium,Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Maintain Bullish Exposure,Risk Seeking,Normal Volatility Response,Wait for Confirmation,Normal,67.935912,Strong,Review,Review,Consistent Bullish,REVIEW
2017-12-20,10444.200195,10444.200195,10494.450195,10437.150391,10494.400391,175200,-0.181589,-0.001818,2.464939,3.983439,0.985278,5.789768,10.855276,9.618592,9.644358,9.269160,10278.860010,10275.014980,10109.519512,9770.623008,1.608546,1.646569,6.893902,1.128572,1.125557,1.037698,57.299805,121.807199,1.166266,0.683571,0.605774,-0.181589,-0.181589,-0.181589,4.414896,3.607333,1.236685,-0.025767,0.375198,1.171118,34.366197,20.895522,22.950820,0.954743,1.679371,2.124973,1.020082,10.855276,9.618592,,,,0.945774,0.835780,26.070846,35.445882,Rising,Low,Increasing,5.000000,Strong Bullish,3.000000,Elevated,Elevated Risk Bull,55.000000,Medium,Elevated Risk,Selective Risk,Low Volatility Bull,True,1,Low,Elevated Risk Bull,66.250000,Positive,58.220702,Positive,60.000000,Positive,58.480000,Medium,62.280000,Bullish,Moderately High,Growth,Monitor Risk,Wait for Confirmation,Normal,60.470000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Elevated Risk; Market bias: Bullish; Confidence: Medium; Positioning: Selective Risk.,Elevated Risk,Bullish Trend,Elevated Volatility,Elevated Risk,Bullish,Neutral,Low Risk,Medium,Bullish,Moderately High,Growth,Bullish / Elevated Volatility,Bullish / Elevated Risk,Maintain Bullish Exposure,Selective Risk,Monitor Risk,Wait for Confirmation,Normal,61.425711,Moderate,Review,Review,Consistent Bullish,REVIEW
2017-12-21,10440.299805,10440.299805,10473.950195,10426.900391,10473.950195,151900,-0.037345,-0.000374,1.835723,2.691135,0.884646,5.762040,10.859421,9.619963,9.644738,9.254845,10283.437500,10284.124980,10113.777510,9778.336758,1.525388,1.518601,6.769690,1.128842,1.125943,1.039452,47.049805,113.442871,1.086586,0.683850,0.605862,-0.218866,-0.218866,-0.218866,4.416545,-13.299087,1.239458,-0.024775,0.389893,1.173377,34.458509,21.162444,23.076923,0.974326,5.134485,2.287260,1.015659,10.859421,9.619963,,,,0.935936,0.830063,26.232625,36.248739,Rising,Low,Increasing,5.000000,Strong Bullish,3.000000,Elevated,Elevated Risk Bull,55.000000,Medium,Elevated Risk,Selective Risk,Elevated Risk Bull,False,2,Low,Elevated Risk Bull,66.250000,Positive,57.921240,Positive,60.000000,Positive,58.440000,Medium,62.190000,Bullish,Moderately High,Growth,Monitor Risk,Wait for Confirmation,Normal,60.390000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Elevated Risk; Market bias: Bullish; Confidence: Medium; Positioning: Selective Risk.,Elevated Risk,Bullish Trend,Elevated Volatility,Elevated Risk,Bullish,Neutral,Low Risk,Medium,Bullish,Moderately High,Growth,Bullish / Elevated Volatility,Bullish / Elevated Risk,Maintain Bullish Exposure,Selective Risk,Monitor Risk,Wait for Confirmation,Normal,61.329872,Moderate,Review,Review,Consistent Bullish,REVIEW
2017-12-22,10493.000000,10493.000000,10501.099609,10448.250000,10457.299805,138800,0.504777,0.005035,1.545980,2.214663,0.994252,7.778035,10.912666,9.147511,9.574007,9.256030,10288.602490,10292.056973,10117.936514,9785.984507,1.986640,1.952409,7.224776,1.192966,1.139822,0.988276,60.799805,111.821429,1.065676,0.687210,0.576427,0.000000,0.000000,0.000000,4.457734,-8.624095,1.765154,-0.426495,0.317977,1.178979,35.533708,16.517857,21.895425,1.021898,4.580100,2.267289,1.005262,10.912666,9.147511,,,,0.940786,0.803081,24.648997,36.638159,Rising,Low,Increasing,5.000000,Strong Bullish,4.000000,Elevated,Elevated Risk Bull,55.000000,Medium,Elevated Risk,Selective Risk,Elevated Risk Bull,False,3,Low,Elevated Risk Bull,66.250000,Positive,57.569903,Positive,60.000000,Positive,58.390000,Medium,62.080000,Bullish,Moderately High,Growth,Monitor Risk,Wait for Confirmation,Normal,60.290000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Elevated Risk; Market bias: Bullish; Confidence: Medium; Positioning: Selective Risk.,Elevated Risk,Bullish Trend,Elevated Volatility,Elevated Risk,Bullish,Neutral,Low Risk,Medium,Bullish,Moderately High,Growth,Bullish / Elevated Volatility,Bullish / Elevated Risk,Maintain Bullish Exposure,Selective Risk,Monitor Risk,Wait for Confirmation,Normal,61.216971,Moderate,Review,Review,Consistent Bullish,REVIEW
2017-12-26,10531.500000,10531.500000,10545.450195,10477.950195,10512.299805,155600,0.366911,0.003662,1.374083,2.027174,1.268807,7.805852,10.970008,9.150262,9.582483,9.252462,10295.200000,10299.337969,10122.105010,9793.907505,2.295244,2.254145,7.531136,1.198874,1.144798,0.988954,67.500000,111.010672,1.054082,0.690792,0.576600,0.000000,0.000000,0.000000,4.862561,12.103746,1.819747,-0.432221,0.330021,1.185631,36.185133,16.790490,22.022838,1.072593,3.631905,2.425219,0.976017,10.970008,9.150262,,,,0.940644,0.796421,24.999487,36.699878,Rising,Low,Increasing,5.000000,Strong Bullish,4.000000,Elevated,Elevated Risk Bull,55.000000,Medium,Elevated Risk,Selective Risk,Elevated Risk Bull,False,4,Low,Elevated Risk Bull,66.250000,Positive,57.418016,Positive,60.000000,Positive,58.360000,Medium,62.040000,Bullish,Moderately High,Growth,Monitor Risk,Wait for Confirmation,Normal,60.250000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Elevated Risk; Market bias: Bullish; Confidence: Medium; Positioning: Selective Risk.,Elevated Risk,Bullish Trend,Elevated Volatility,Elevated Risk,Bullish,Neutral,Low Risk,Medium,Bullish,Moderately High,Growth,Bullish / Elevated Volatility,Bullish / Elevated Risk,Maintain Bullish Exposure,Selective Risk,Monitor Risk,Wait for Confirmation,Normal,61.166905,Moderate,Review,Review,Consistent Bullish,REVIEW
2017-12-27,10490.750000,10490.750000,10552.400391,10469.250000,10531.049805,165200,-0.386934,-0.003877,0.263302,2.447226,1.161978,7.173144,11.020339,9.208801,9.602404,9.196030,10301.225000,10304.535977,10126.197510,9801.739756,1.839830,1.807107,7.029469,1.196718,1.147665,1.001389,83.150391,110.885672,1.056985,0.693966,0.580305,-0.386934,-0.386934,-0.386934,4.947699,6.169666,1.811538,-0.393603,0.406374,1.198380,36.554622,17.507418,22.475570,1.121347,1.800139,2.471791,0.932060,11.020339,9.208801,,,,0.954070,0.796240,25.512537,36.447831,Rising,Low,Increasing,5.000000,Strong Bullish,4.000000,Elevated,Elevated Risk Bull,55.000000,Medium,Elevated Risk,Selective Risk,Elevated Risk Bull,False,5,Low,Elevated Risk Bull,66.250000,Positive,57.432335,Positive,60.000000,Positive,58.360000,Medium,62.040000,Bullish,Moderately High,Growth,Monitor Risk,Wait for Confirmation,Normal,60.250000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Elevated Risk; Market bias: Bullish; Confidence: Medium; Positioning: Selective Risk.,Elevated Risk,Bullish Trend,Elevated Volatility,Elevated Risk,Bullish,Neutral,Low Risk,Medium,Bullish,Moderately High,Growth,Bullish / Elevated Volatility,Bullish / Elevated Risk,Maintain Bullish Exposure,Selective Risk,Monitor Risk,Wait for Confirmation,Normal,61.171200,Moderate,Review,Review,Consistent Bullish,REVIEW
2017-12-28,10477.900391,10477.900391,10534.549805,10460.450195,10498.200195,272900,-0.122485,-0.001226,0.322669,2.795562,1.125347,6.272127,11.027368,9.133643,9.595553,9.198902,10307.055029,10309.404980,10130.840010,9809.494258,1.657557,1.634385,6.813869,1.207335,1.149217,0.992906,74.099609,106.282017,1.014345,0.694415,0.575566,-0.508946,-0.508946,-0.508946,4.953767,65.193705,1.893724,-0.461909,0.396650,1.198770,36.783217,16.296296,22.276423,1.128350,1.585323,3.329012,0.746476,11.027368,9.133643,,,,0.966725,0.797148,25.118645,36.493537,Rising,Low,Increasing,5.000000,Strong Bullish,4.000000,Elevated,Elevated Risk Bull,55.000000,Medium,Elevated Risk,Selective Risk,Elevated Risk Bull,False,6,Low,Elevated Risk Bull,66.250000,Positive,57.370619,Positive,60.000000,Positive,58.360000,Medium,62.020000,Bullish,Moderately High,Growth,Monitor Risk,Wait for Confirmation,Normal,60.240000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Elevated Risk; Market bias: Bullish; Confidence: Medium; Positioning: Selective Risk.,Elevated Risk,Bullish Trend,Elevated Volatility,Elevated Risk,Bullish,Neutral,Low Risk,Medium,Bullish,Moderately High,Growth,Bullish / Elevated Volatility,Bullish / Elevated Risk,Maintain Bullish Exposure,Selective Risk,Monitor Risk,Wait for Confirmation,Normal,61.152686,Moderate,Review,Review,Consistent Bullish,REVIEW
2017-12-29,10530.700195,10530.700195,10538.700195,10488.650391,10492.349609,152000,0.503916,0.005027,0.865879,2.717498,2.974125,6.210852,9.867147,9.122023,9.613487,9.142761,10322.262549,10315.801992,10135.483008,9817.475010,2.019302,2.083194,7.264854,1.081684,1.026386,0.997732,60.799805,103.185617,0.979855,0.622033,0.574831,-0.007594,-0.007594,-0.007594,4.928929,-44.301942,0.745124,-0.491464,0.470726,1.079231,26.256983,15.976331,22.727273,0.408497,-9.137449,0.944333,0.679289,9.867147,9.122023,,,,0.931109,0.790336,21.653529,29.237171,Stable,Low,Neutral,5.000000,Strong Bullish,1.000000,Low,Low Volatility Bull,45.000000,Low,Normal,Risk Seeking,Elevated Risk Bull,True,1,Low,Low Volatility Bull,66.250000,Positive,77.015594,Strong Positive,85.000000,Strong Positive,60.050000,Medium,74.170000,Bullish,Moderately High,Aggressive,Normal Risk,Wait for Confirmation,Normal,73.090000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Normal; Market bias: Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Favorable,Very Low Risk,Medium,Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Maintain Bullish Exposure,Risk Seeking,Normal Volatility Response,Wait for Confirmation,Normal,72.299678,Strong,Review,Review,Consistent Bullish,REVIEW
2018-01-02,10442.200195,10442.200195,10495.200195,10404.650391,10477.549805,153400,-0.840400,-0.008440,-0.484130,1.054365,3.165449,5.597298,9.591851,9.296642,9.589629,9.076222,10338.282568,10321.715000,10139.331006,9824.251011,1.005173,1.167298,6.290039,1.031754,1.000232,1.024285,126.049805,107.649902,1.030912,0.604909,0.585763,-0.847931,-0.847931,-0.847931,4.970703,0.921053,0.295209,-0.292987,0.513406,1.056811,23.849372,19.497784,22.042139,0.247546,-12.103500,0.198279,0.665405,9.591851,9.296642,,,,0.893379,0.793985,21.796432,27.484911,Stable,Low,Neutral,5.000000,Strong Bullish,1.000000,Low,Low Volatility Bull,45.000000,Low,Normal,Risk Seeking,Low Volatility Bull,False,2,Low,Low Volatility Bull,66.250000,Positive,78.110407,Strong Positive,85.000000,Strong Positive,60.220000,Medium,74.500000,Bullish,Moderately High,Aggressive,Normal Risk,Wait for Confirmation,Normal,73.390000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Normal; Market bias: Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Favorable,Very Low Risk,Medium,Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Maintain Bullish Exposure,Risk Seeking,Normal Volatility Response,Wait for Confirmation,Normal,72.653622,Strong,Review,Review,Consistent Bullish,REVIEW
2018-01-03,10443.200195,10443.200195,10503.599609,10429.549805,10482.650391,167300,0.009577,0.000096,-0.838435,0.524127,3.114712,4.644428,9.600039,9.137193,9.588780,9.076369,10354.055078,10326.882012,10143.977510,9831.043013,0.860968,1.126363,6.226778,1.050655,1.001174,1.006701,74.049805,106.089216,1.015869,0.605432,0.575663,-0.838435,-0.838435,-0.838435,4.970227,9.061278,0.462846,-0.451587,0.512410,1.057696,23.955432,16.519174,22.006472,0.263041,-12.488319,0.189368,0.651914,9.600039,9.137193,,,,0.887609,0.791983,20.827026,27.445219,Stable,Low,Neutral,5.000000,Strong Bullish,1.000000,Low,Low Volatility Bull,45.000000,Low,Normal,Risk Seeking,Low Volatility Bull,False,3,Low,Low Volatility Bull,66.250000,Positive,78.103087,Strong Positive,85.000000,Strong Positive,60.220000,Medium,74.490000,Bullish,Moderately High,Aggressive,Normal Risk,Wait for Confirmation,Normal,73.390000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Normal; Market bias: Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Favorable,Very Low Risk,Medium,Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Maintain Bullish Exposure,Risk Seeking,Normal Volatility Response,Wait for Confirmation,Normal,72.651426,Strong,Review,Review,Consistent Bullish,REVIEW
2018-01-04,10504.799805,10504.799805,10513.000000,10441.450195,10469.400391,174900,0.589854,0.005881,0.133926,0.397580,3.820323,5.166310,9.672062,9.197357,9.613122,9.058354,10373.382568,10332.824004,10149.945010,9837.798511,1.266870,1.664364,6.779985,1.051613,1.006131,1.015345,71.549805,102.149902,0.972412,0.609915,0.579454,-0.253527,-0.253527,-0.253527,4.941082,4.542738,0.474704,-0.415765,0.554768,1.067750,24.895688,17.820324,22.940226,0.322076,-12.234444,0.773626,0.576632,9.672062,9.197357,,,,0.882701,0.793941,21.885413,27.870132,Stable,Low,Neutral,5.000000,Strong Bullish,1.000000,Low,Low Volatility Bull,45.000000,Low,Normal,Risk Seeking,Low Volatility Bull,False,4,Low,Low Volatility Bull,66.250000,Positive,77.766316,Strong Positive,85.000000,Strong Positive,60.160000,Medium,74.390000,Bullish,Moderately High,Aggressive,Normal Risk,Wait for Confirmation,Normal,73.290000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Normal; Market bias: Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Favorable,Very Low Risk,Medium,Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Maintain Bullish Exposure,Risk Seeking,Normal Volatility Response,Wait for Confirmation,Normal,72.541395,Strong,Review,Review,Consistent Bullish,REVIEW
2018-01-05,10558.849609,10558.849609,10566.099609,10520.099609,10534.250000,180900,0.514525,0.005132,0.772571,1.097733,5.124899,5.409824,9.089715,9.230773,9.580346,9.022038,10399.120068,10338.094004,10157.331006,9844.792510,1.535991,2.135361,7.253145,0.984719,0.948788,1.023136,61.299805,96.917759,0.917882,0.573325,0.581561,0.000000,0.000000,0.000000,4.775134,3.430532,-0.141058,-0.349572,0.558308,1.007501,17.222222,18.382353,21.774194,-0.048877,-17.571305,-0.005086,0.577258,9.089715,9.230773,,,,0.869214,0.795927,19.126256,23.489194,Stable,Low,Neutral,5.000000,Strong Bullish,0.000000,Low,Low Volatility Bull,50.000000,Medium,Normal,Risk Seeking,Low Volatility Bull,False,5,Low,Low Volatility Bull,66.250000,Positive,80.834338,Strong Positive,85.000000,Strong Positive,63.130000,Medium,75.310000,Strong Bullish,Moderately High,Aggressive,Normal Risk,Wait for Confirmation,Normal,74.760000,Maintain Bullish Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Normal; Market bias: Strong Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Very Favorable,Very Low Risk,Medium,Strong Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Maintain Bullish Exposure,Risk Seeking,Normal Volatility Response,Wait for Confirmation,Normal,73.907301,Strong,Review,Review,Consistent Bullish,REVIEW
2018-01-08,10623.599609,10623.599609,10631.200195,10588.549805,10591.700195,169000,0.613230,0.006114,0.882177,1.755695,4.494078,6.397723,8.473907,9.252053,9.612866,9.034653,10421.965039,10343.690000,10166.459004,9852.276260,1.934708,2.706090,7.828885,0.915895,0.881517,1.024063,72.350586,93.442801,0.879578,0.534044,0.582890,0.000000,0.000000,0.000000,5.237400,-6.578220,-0.778146,-0.360813,0.578214,0.937934,12.621359,19.236417,23.027375,-0.448471,-14.119992,-1.783565,0.725647,8.473907,9.252053,,,,0.829902,0.784015,18.295050,21.975080,Falling,Low,Neutral,5.000000,Strong Bullish,0.000000,Low,Low Volatility Bull,60.000000,Medium,Normal,Risk Seeking,Low Volatility Bull,False,6,Low,Low Volatility Bull,66.250000,Positive,92.284450,Strong Positive,85.000000,Strong Positive,69.840000,Medium,78.750000,Strong Bullish,Moderately High,Aggressive,Risk Can Expand,Wait for Confirmation,Normal,79.130000,Increase Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Normal; Market bias: Strong Bullish; Confidence: Medium; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Very Favorable,Very Low Risk,High,Strong Bullish,Moderately High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Increase Exposure,Risk Seeking,Risk Can Expand,Wait for Confirmation,Normal,78.348835,Strong,Increase Exposure,High,Consistent Bullish,INCREASE
2018-01-09,10637.000000,10637.000000,10659.150391,10603.599609,10645.099609,205000,0.126138,0.001261,1.865505,1.372343,3.617400,5.354380,8.001052,9.010687,9.607026,9.034530,10440.532520,10349.969004,10174.887500,9859.853760,1.881776,2.773255,7.881925,0.887951,0.832833,0.997361,55.550781,71.071429,0.668153,0.504022,0.567548,0.000000,0.000000,0.000000,5.493566,21.301775,-1.009635,-0.596339,0.572496,0.885608,9.279778,14.076246,22.990354,-0.758330,-16.584903,-2.886439,0.883233,8.001052,9.010687,,,,0.819192,0.771697,15.448793,19.772532,Falling,Low,Decreasing,5.000000,Strong Bullish,0.000000,Low,Low Volatility Bull,60.000000,Medium,Normal,Risk Seeking,Low Volatility Bull,False,7,Low,Low Volatility Bull,66.250000,Positive,98.723658,Strong Positive,85.000000,Strong Positive,70.810000,High,80.680000,Strong Bullish,High,Aggressive,Risk Can Expand,Wait for Confirmation,Normal,80.880000,Increase Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Normal; Market bias: Strong Bullish; Confidence: High; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Very Favorable,Very Low Risk,High,Strong Bullish,High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Increase Exposure,Risk Seeking,Risk Can Expand,Wait for Confirmation,Normal,80.426097,Very Strong,Increase Exposure,High,Consistent Bullish,INCREASE
2018-01-10,10632.200195,10632.200195,10655.500000,10592.700195,10652.049805,176400,-0.045124,-0.000451,1.809790,0.956181,3.002739,4.570959,7.912240,8.922748,9.505845,9.034891,10456.030029,10355.340000,10182.236504,9867.862510,1.684867,2.673598,7.745727,0.886749,0.832355,0.987588,62.799805,69.596401,0.654581,0.498449,0.561997,-0.045124,-0.045124,-0.045124,5.496046,-13.951220,-1.010509,-0.583096,0.470953,0.875743,8.160443,13.030747,21.187801,-0.812973,-17.581170,-2.593655,1.017218,7.912240,8.922748,,,,0.825886,0.769771,14.126330,19.172714,Falling,Low,Decreasing,5.000000,Strong Bullish,0.000000,Low,Low Volatility Bull,60.000000,Medium,Normal,Risk Seeking,Low Volatility Bull,False,8,Low,Low Volatility Bull,66.250000,Positive,99.157461,Strong Positive,85.000000,Strong Positive,70.870000,High,80.810000,Strong Bullish,High,Aggressive,Risk Can Expand,Wait for Confirmation,Normal,81.000000,Increase Exposure,Trend: Strong Bullish; Volatility: Low; Risk: Normal; Market bias: Strong Bullish; Confidence: High; Positioning: Risk Seeking.,Low Volatility,Bullish Trend,Low Volatility,Normal Risk,Bullish,Very Favorable,Very Low Risk,High,Strong Bullish,High,Aggressive,Bullish / Low Volatility,Bullish / Normal Risk,Increase Exposure,Risk Seeking,Risk Can Expand,Wait for Confirmation,Normal,80.565238,Very Strong,Increase Exposure,High,Consistent Bullish,INCREASE
