Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Log_Return,Return_5D,Return_10D,Return_20D,Return_60D,Volatility_20D,Volatility_60D,Volatility_120D,Volatility_252D,MA_20D,MA_50D,MA_100D,MA_200D,Price_vs_MA20_pct,Price_vs_MA50_pct,Price_vs_MA200_pct,Volatility_Ratio_20_60,Volatility_Ratio_20_120,Volatility_Ratio_60_252,True_Range,ATR_14D,ATR_14D_pct,Return_Volatility_20D,Return_Volatility_60D,Drawdown_20D_pct,Drawdown_60D_pct,Drawdown_252D_pct,Range_20D_pct,Volume_Change_pct
2015-03-05,8937.75,8937.75,8957.5498046875,8849.349609375,8929.400390625,160100,0.1692278495060817,0.0016908482052135,2.923822982273805,0.47722051245682184,2.4536584235496317,,13.600259498673651,,,,8782.1298828125,,,,1.772008832300065,,,,,,108.2001953125,114.63929966517857,1.2826416006844963,0.8576798583253004,,-0.6502709462275935,,,7.257980983049425,-35.547504025764894
2015-03-09,8756.75,8756.75,8891.2998046875,8740.4501953125,8891.150390625,155500,-2.025118178512486,-0.0204590481140191,-0.9932570523812356,-0.8699693530759611,0.5171184002835671,,15.61896199923185,,,,8784.382373046876,,,,-0.31456250278517617,,,,,,197.2998046875,120.83572823660714,1.3799152452291905,0.9827920502160439,,-2.6622203695984448,,,7.40800177363177,-2.8732042473454067
2015-03-10,8712.0498046875,8712.0498046875,8778.0,8677.349609375,8769.75,163800,-0.5104655872612551,-0.0051177291370559,-2.732019932592733,-0.4900129603018111,0.588843167399844,,15.584093769463617,,,,8786.932373046875,,,,-0.8522037632731849,,,,,,100.650390625,122.54652622767857,1.4066325259268222,0.9805933372119506,,-3.159096238015835,,,7.446011097910256,5.337620578778135
2015-03-11,8699.9501953125,8699.9501953125,8755.599609375,8682.349609375,8728.75,172800,-0.1388836111622104,-0.0013898014383852,-3.293592382242605,-0.7092981914517793,2.036048178773009,,14.424557376066033,,,,8795.61240234375,,,,-1.0876128080150371,,,,,,73.25,121.6787109375,1.3986138794571494,0.9082599225423237,,-3.293592382242605,,,7.456366769341015,5.494505494505497
2015-03-12,8776.0,8776.0,8787.2001953125,8732.900390625,8740.650390625,173900,0.8741406902360804,0.0087034220055012,-1.6435743215836962,0.09980324503122695,2.4569373841867304,,14.632538151107727,,,,8806.134912109375,,,,-0.34220361611695393,,,,,,87.25,119.41085379464286,1.3606523905497137,0.921415732659219,,-2.4482423231902195,,,5.988489114488377,0.63657407407407
2015-03-13,8647.75,8647.75,8849.75,8631.75,8844.0498046875,179200,-1.4613719234275346,-0.0147215514720097,-3.2446644849095096,-0.41570974854316933,0.23587185540980826,,15.487411395951236,,,,8807.152392578126,,,,-1.8099197728479788,,,,,,218.0,129.00725446428572,1.4918013872311957,0.9748112930605164,,-3.8738363206891724,,,6.012548874707294,3.0477285796434828
2015-03-16,8633.150390625,8633.150390625,8663.5498046875,8612.0,8656.75,163300,-0.1688255254256865,-0.0016896819631506,-1.4114781097439133,-2.3907155562572946,-0.8999479520890197,,15.074396714676425,,,,8803.232421875,,,,-1.9320406766424325,,,,,,51.5498046875,123.19649832589286,1.427016705971851,0.9487906778214997,,-4.036121821592332,,,5.875030230717214,-8.872767857142861
2015-03-17,8723.2998046875,8723.2998046875,8742.5498046875,8630.7998046875,8689.099609375,177000,1.0442238346779709,0.010388094769848,0.12913149318714012,-2.6064163375387306,-0.9335096849980129,,15.04152479766626,,,,8799.122412109375,8669.16697265625,,,-0.861706473335655,0.624429454433062,,,,,111.75,125.91078404017857,1.443384806888328,0.946693657452202,,-3.034044132972069,,,5.814315759730669,8.389467238211878
2015-03-18,8685.900390625,8685.900390625,8747.25,8664.0,8742.900390625,156400,-0.4287301239194296,-0.0042965180681336,-0.1614929323971337,-3.449766395720444,-1.4013431663402742,,15.097453089083615,,,,8792.949951171875,8674.9759765625,,,-1.2174476272619805,0.1259301938358659,,,,,83.25,125.48221261160714,1.44466557257604,0.9503133238914776,,-3.449766395720444,,,5.8393508157189915,-11.638418079096047
2015-03-19,8634.650390625,8634.650390625,8788.2001953125,8614.650390625,8749.4501953125,163500,-0.590036699653107,-0.0059178429387673,-1.6106382107452188,-3.2277404962834932,-2.6434387826942185,,14.935824439226684,,,,8781.227490234374,8680.1009765625,,,-1.669209683639139,-0.5236181705745468,,,,,173.5498046875,129.55008370535714,1.5003512342088,0.9402815929088413,,-4.019448207586496,,,5.874009628266923,4.5396419437340185
2015-03-20,8570.900390625,8570.900390625,8627.900390625,8553.0,8627.900390625,174600,-0.7383043564707203,-0.007410433126336,-0.8886659463444246,-4.104496202903418,-3.6468631882598634,,14.993840402335715,,,,8765.00751953125,8688.971982421876,,,-2.2145688805596198,-1.3588672173847405,,,,,81.650390625,123.01792689732143,1.4352975917428767,0.9440895481023599,,-4.728076802834513,,,6.606076018942184,6.788990825688068
2015-03-23,8550.900390625,8550.900390625,8608.349609375,8540.5498046875,8591.5498046875,150700,-0.2333477124745964,-0.0023362039252688,-0.9527228911628605,-2.35075352585149,-3.200272043686181,,14.87447913221525,,,,8750.87255859375,8697.94798828125,,,-2.285168326127296,-1.6906010228431745,,,,,67.7998046875,118.73577008928571,1.3885762278258407,0.9365242356800284,,-4.950391656245657,,,6.767128187569795,-13.688430698739973
2015-03-24,8542.9501953125,8542.9501953125,8627.75,8535.849609375,8537.0498046875,156700,-0.0929749494125387,-0.0009301819792756,-2.067447106175213,-1.940985338307133,-2.421487218893681,,14.621479704102432,,,,8740.27255859375,8704.115,,,-2.2576225393249882,-1.8515932370780974,,,,,91.900390625,119.38218470982143,1.397435101229154,0.920558019063697,,-5.038763981520078,,,6.828444186149925,3.9814200398142097
2015-03-25,8530.7998046875,8530.7998046875,8573.75,8516.5498046875,8568.900390625,161000,-0.1422271036025324,-0.0014232834235154,-1.7856592749429412,-1.9442684938143384,-2.639776024002527,,14.60159534047006,,,,8728.707568359376,8709.04099609375,,,-2.267320357818725,-2.0466224867490723,,,,,57.2001953125,107.37862723214286,1.2587169982952888,0.9193568411354527,,-5.173824597054333,,,7.0644066725590715,2.744097000638157
